system:index,AOD,AOD_available,LST_C,LST_available,NO2,NO2_available,climate_available,date,dewpoint,month,pressure,rainfall_mm,temperature,wind_speed,year,.geo
10,0.531,1,28.683333333333376,1,-999.0,0,1,2000-11,17.97464410993797,11,101150.64045138888,0.07836293931156035,23.015331586202024,0.9871616360762502,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.40800000000000003,1,26.235000000000014,1,-999.0,0,1,2000-12,12.419385590091792,12,101294.99760584676,0.0010192594829512077,19.00827560424807,1.3124144533914206,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.6900000000000001,1,24.080000000000027,1,-999.0,0,1,2001-01,10.064326838011368,1,101222.3753832745,0.010382449165864536,17.789990217967727,1.79417686119955,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.774,1,27.505000000000024,1,-999.0,0,1,2001-02,14.03986474900023,2,101011.24769810264,0.6837664830383616,21.71751940136869,1.3445731227882103,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.459,1,32.87000000000003,1,-999.0,0,1,2001-03,16.31812490237661,3,100844.9176064768,1.784252970893481,25.633436129170036,1.3187602207789486,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.5760000000000001,1,33.97000000000003,1,-999.0,0,1,2001-04,22.082222345140224,4,100615.67834743924,3.5246225575420453,28.21696459452312,1.9795360287839854,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.626,1,32.145000000000024,1,-999.0,0,1,2001-05,24.22924657842168,5,100209.0937079973,17.587354416444178,26.71841851921488,1.7398450812071315,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,-999,0,23.750000000000057,1,-999.0,0,1,2001-06,24.703567420111824,6,99918.73812391494,16.817193983359857,26.804660458035016,3.08512821103174,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,-999,0,-999,0,-999.0,0,1,2001-07,24.77059348731916,7,99973.62978305611,8.675442878719027,27.53324175188618,3.380805952118847,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,-999,0,30.470000000000027,1,-999.0,0,1,2001-08,24.985669769779292,8,100111.52089633737,6.175057170714519,28.053355235438232,2.634562883663023,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.589,1,32.85000000000002,1,-999.0,0,1,2001-09,24.828175269232872,9,100483.9551812066,7.081695100670278,27.366421169704893,1.6914897042007708,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.298,1,32.150000000000034,1,-999.0,0,1,2001-10,23.59574039828391,10,100839.1493510585,8.112083625123104,26.171483099332477,1.1650691815767056,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.552,1,28.885000000000034,1,-999.0,0,1,2001-11,19.54353317684604,11,101260.28566080728,0.8610991294548379,23.07823611365427,0.9974038382746904,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.536,1,24.94000000000004,1,-999.0,0,1,2001-12,13.3108505208005,12,101532.40612399192,0.0011324853106899472,18.888371896231035,1.4981840284072667,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.59,1,24.860000000000028,1,-999.0,0,1,2002-01,12.631707209925594,1,101409.63343728999,0.4212085164347686,19.053781886767354,1.3414968350471455,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.539,1,28.695000000000036,1,-999.0,0,1,2002-02,13.061144742511544,2,101385.4051106771,0.12890728597143258,21.93108933766689,1.7154775360930417,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.534,1,30.123333333333374,1,-999.0,0,1,2002-03,17.126953810004863,3,100902.79794081817,2.367436936248352,25.449075091782504,1.24368675872349,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.63,1,30.340000000000032,1,-999.0,0,1,2002-04,22.932092814975363,4,100631.9636827257,6.358796038434988,26.43844903310145,1.952028090471312,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.917,1,29.630000000000038,1,-999.0,0,1,2002-05,24.17720436588411,5,100172.78440020159,14.883132126812717,26.69686753057664,2.128921702007067,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.994,1,32.52000000000001,1,-999.0,0,1,2002-06,25.06959849463567,6,100069.11633572051,16.577605644069614,27.01113412645128,2.6088517047645117,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,-999,0,-999,0,-999.0,0,1,2002-07,25.70982236554545,7,99919.7227140037,15.810628158598613,27.624762368971346,2.63670408314016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.318,1,33.63000000000005,1,-999.0,0,1,2002-08,24.82363709890717,8,100124.99931220598,9.127616940345535,27.2914391261275,2.5822341359607925,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.543,1,32.00333333333335,1,-999.0,0,1,2002-09,24.63010715908473,9,100544.85354275172,9.004712718182144,27.331734593709314,1.9410879630545215,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.508,1,31.450000000000045,1,-999.0,0,1,2002-10,22.221547309301172,10,100925.52752226143,2.931929441464189,25.609077461816867,1.0063588535105994,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.313,1,28.215000000000032,1,-999.0,0,1,2002-11,18.79496267106805,11,101138.64759657116,3.5275758924417033,22.784915479024335,1.3076729804832852,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.579,1,25.335000000000022,1,-999.0,0,1,2002-12,14.264225506526145,12,101365.46800970261,0.025712636530001064,19.880615304106072,1.3200146411046711,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.711,1,23.31000000000002,1,-999.0,0,1,2003-01,11.66195591342057,1,101524.77028204806,0.049038464062904054,17.280789209181307,1.7494477473897003,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.654,1,28.685000000000016,1,-999.0,0,1,2003-02,14.685079874311157,2,101282.80854724697,0.3023382471562134,21.75046276365009,1.377523545854453,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.513,1,30.480000000000018,1,-999.0,0,1,2003-03,17.191249671033688,3,100998.8158077117,3.7163475102310883,24.214460996402124,1.1559057732602165,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.671,1,30.963333333333367,1,-999.0,0,1,2003-04,23.49697308010525,4,100650.49337565109,4.757481970400453,27.472947629292833,1.718903983721994,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.892,1,31.130000000000035,1,-999.0,0,1,2003-05,24.79740931193038,5,100278.5594390541,6.593068576914641,28.51447526665146,2.244474832025873,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,1.105,1,27.360000000000042,1,-999.0,0,1,2003-06,25.22927000257704,6,99895.05362955728,20.824612047915043,27.301338259379065,2.9683913402320976,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.35100000000000003,1,27.940000000000026,1,-999.0,0,1,2003-07,25.01706425656556,7,100161.30488701278,8.105627747737334,27.748620831069104,3.263140043149779,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.49,1,33.160000000000025,1,-999.0,0,1,2003-08,25.075019967684284,8,100164.70278372815,6.2791753607732455,28.064944162676397,2.8717422129143735,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.487,1,-999,0,-999.0,0,1,2003-09,24.806506941053613,9,100439.23254665798,6.985157051294284,27.367915895250064,2.0375322775365334,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.489,1,31.04333333333337,1,-999.0,0,1,2003-10,23.805558243618293,10,100918.10984227991,5.108122566784254,26.67085246424523,1.1322100974202844,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.49,1,29.320000000000036,1,-999.0,0,1,2003-11,16.532096015082516,11,101267.57857530385,0.0021834794565004736,22.827246305677704,1.3029135182162292,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.433,1,25.79500000000003,1,-999.0,0,1,2003-12,13.77666072230187,12,101457.93390351984,0.9808137285261406,19.551552831998436,1.4369268038767782,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.6950000000000001,1,23.43500000000003,1,-999.0,0,1,2004-01,12.516254146124822,1,101380.71469149027,0.06806580203403663,18.26579521343274,1.518806350938079,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.727,1,28.75000000000003,1,-999.0,0,1,2004-02,12.297512111444632,2,101194.03550983295,0.02773875569564337,21.374413558258425,1.458305404289288,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.532,1,31.87500000000003,1,-999.0,0,1,2004-03,18.192183143861882,3,100790.3690093666,0.39428174466379107,26.871141544465218,2.328518132971961,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.704,1,32.10500000000002,1,-999.0,0,1,2004-04,23.358787896898036,4,100561.81882595486,10.19781937316561,26.243423525492346,2.247629902719084,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.6890000000000001,1,30.77000000000004,1,-999.0,0,1,2004-05,24.935377662412577,5,100173.81736181115,7.916809332085892,28.92558949788412,2.4832342260189395,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.838,1,33.370000000000005,1,-999.0,0,1,2004-06,25.282543161180342,6,100074.25193684896,18.61920843820073,27.6500126732721,2.272456336855179,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,-999,0,-999,0,-999.0,0,1,2004-07,24.828057328090892,7,100099.52636193717,14.255836645249374,27.148404344948347,3.172686361444397,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,-999,0,-999,0,-999.0,0,1,2004-08,24.83610063778451,8,100039.15424962198,7.872872712969211,27.622282795239528,3.1461983886819347,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,-999,0,-999,0,-999.0,0,1,2004-09,24.476248190138165,9,100540.54661458333,19.89844476583625,26.820656628078893,2.466637884396812,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.47400000000000003,1,31.05000000000004,1,-999.0,0,1,2004-10,21.82794163611635,10,101094.87180254533,4.388680044745606,25.57413774715951,1.4907011786561024,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.5690000000000001,1,28.136666666666695,1,-999.0,0,1,2004-11,16.239427036709287,11,101291.04937065973,0.030605674479862913,23.046598434448242,1.0861141334441184,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.507,1,26.095000000000027,1,-999.0,0,1,2004-12,14.085647078483419,12,101370.30191532258,0.056425023661661966,20.70660751917029,1.2118881731226157,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.725,1,24.28000000000003,1,-999.0,0,1,2005-01,12.390948006414646,1,101350.71618783603,0.2173705896093415,18.903359472623492,1.7055262166014928,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.555,1,30.085000000000022,1,-999.0,0,1,2005-02,14.674550083705412,2,101164.18218122209,0.24233227663840648,22.706089364914703,1.9395492474887672,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.587,1,31.965000000000032,1,-999.0,0,1,2005-03,19.50400392265732,3,100918.6042296707,3.3722571968076456,26.18624011214058,1.8297780587544228,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.704,1,32.16333333333338,1,-999.0,0,1,2005-04,22.399349742465574,4,100796.28140190971,3.143795199426691,27.97632603115511,1.7945025428210855,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0.807,1,29.615000000000038,1,-999.0,0,1,2005-05,24.37026740453581,5,100349.71986832158,11.4714106500571,27.93224335537161,1.8750753618179332,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0.888,1,30.350000000000023,1,-999.0,0,1,2005-06,25.803476206461596,6,99872.28082682291,7.189098078897871,28.957247967190256,2.794210290808545,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0.26,1,26.57000000000005,1,-999.0,0,1,2005-07,24.826329393284425,7,100078.9506153394,11.11974724832632,27.616908953266773,3.165714165098914,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,-999,0,31.390000000000043,1,-999.0,0,1,2005-08,25.174157714843773,8,100035.56644300235,8.134692722127776,27.8026734916113,2.5405703758716354,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,0.517,1,29.56333333333337,1,-999.0,0,1,2005-09,25.135350163777616,9,100462.20554470486,10.878730528289182,27.776316197713186,1.4663696194508526,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.435,1,32.64333333333337,1,-999.0,0,1,2005-10,23.554636153354465,10,100944.64158581146,7.454855326979637,26.090780286891402,1.20763948230253,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0.491,1,29.090000000000032,1,-999.0,0,1,2005-11,17.337375047471824,11,101148.8117784288,0.09873367333798436,22.654992993672636,1.2206203662945028,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.364,1,26.42500000000004,1,-999.0,0,1,2005-12,13.33365496563647,12,101252.25512432794,0.20104593570987703,19.91396016766953,1.658115081671721,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,0.771,1,24.120000000000033,1,-999.0,0,1,2006-01,12.086115896573688,1,101300.09566637264,0.025518050626195353,18.915274843605573,1.7195869911553816,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,0.72,1,30.335000000000036,1,-999.0,0,1,2006-02,16.298349998110837,2,101064.63453311012,0.08808064121775974,24.35497341156008,1.6088703663151953,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,0.554,1,33.59000000000003,1,-999.0,0,1,2006-03,15.942718411517433,3,100823.66137957826,0.1508110800424062,27.14243565631176,1.6983463201172568,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,0.6960000000000001,1,33.27000000000004,1,-999.0,0,1,2006-04,22.825435511271223,4,100558.42724609374,5.647569394600301,27.657500669691274,1.8312401891696546,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,0.605,1,30.683333333333355,1,-999.0,0,1,2006-05,24.222101609424897,5,100357.5523405998,10.714185795627998,28.03497932598151,1.8989855384651515,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,0.884,1,-999,0,-999.0,0,1,2006-06,25.625528144836323,6,100097.78945855037,9.130171880961885,28.369234445360007,2.5414274604671636,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,-999,0,33.23000000000002,1,-999.0,0,1,2006-07,25.127819971884435,7,99910.9086599042,11.535159117840175,27.754647334929473,3.0137714976390955,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,0.337,1,34.07666666666669,1,-999.0,0,1,2006-08,24.782429631551167,8,100133.48516255042,9.455123699557857,27.74053871811077,2.8050212227919697,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,0.40800000000000003,1,32.35000000000002,1,-999.0,0,1,2006-09,24.739721700880352,9,100501.58867730036,7.334473763882462,27.630297745598682,2.0747728754716124,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,0.582,1,31.59666666666671,1,-999.0,0,1,2006-10,23.266351236322862,10,100987.49744308638,1.9011621034084119,26.824521329326103,0.995345067064257,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0.494,1,29.105000000000018,1,-999.0,0,1,2006-11,17.818514060974223,11,101170.84140625001,0.1512463558993223,23.820211474100745,1.353908464346665,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0.77,1,25.62500000000003,1,-999.0,0,1,2006-12,14.02054561902122,12,101393.68601415491,0.023278522504707296,20.558757708149585,1.180674246357131,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,1.03,1,23.205000000000027,1,-999.0,0,1,2007-01,11.290641034034024,1,101476.55218308972,0.041514735365185074,18.62462331710327,1.4528410565130392,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,0.8230000000000001,1,27.07000000000002,1,-999.0,0,1,2007-02,15.69389191582087,2,101271.26046898252,2.1443826410407447,20.626374748774936,1.0925341561879212,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0.511,1,33.795000000000016,1,-999.0,0,1,2007-03,15.205384006295219,3,100938.68919585853,0.6473707578785772,25.099407101703036,1.2687045535020491,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,0.711,1,32.940000000000026,1,-999.0,0,1,2007-04,22.92555402119956,4,100664.64993489582,8.903219878043936,27.536315388149774,2.454472034352685,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,0.6930000000000001,1,33.58333333333335,1,-999.0,0,1,2007-05,24.99778801702695,5,100263.15316805274,5.559565091858767,28.450598119920244,1.972605434962062,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,0.529,1,27.58000000000004,1,-999.0,0,1,2007-06,25.541256777445426,6,100039.92742513023,20.03864230455529,27.93782090081112,2.951331874912033,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,-999,0,-999,0,-999.0,0,1,2007-07,25.15893180190875,7,99963.40875441028,19.033592228562235,27.431326310352574,3.222506152190067,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,0.436,1,28.33000000000004,1,-999.0,0,1,2007-08,25.249769403601135,8,100035.0251333585,8.396522852289612,28.12327320139906,2.4822381199695784,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0.356,1,32.50000000000003,1,-999.0,0,1,2007-09,24.765566274854848,9,100294.81692165797,11.570378482766113,27.11830319298639,2.1768027534260708,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0.451,1,30.01000000000002,1,-999.0,0,1,2007-10,22.86691416258452,10,100749.14037298386,9.754225583301556,26.07223050107234,1.0218623750207088,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,0.442,1,29.76000000000002,1,-999.0,0,1,2007-11,19.27450014750167,11,101115.65842013889,3.5079141565631744,23.09903221130378,1.3828499393428777,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0.768,1,24.65000000000005,1,-999.0,0,1,2007-12,13.547432548769109,12,101277.78025768649,0.0038691079535945233,19.4318724068263,1.511963801753432,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0.794,1,24.18000000000002,1,-999.0,0,1,2008-01,13.054785111129945,1,101248.95708900371,1.4540136857523898,18.86598064873806,1.5858218128087498,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0.883,1,26.160000000000025,1,-999.0,0,1,2008-02,12.782486588927497,2,101245.24764278019,0.48583100291100456,19.50836474539227,1.2723699202282381,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0.858,1,31.370000000000033,1,-999.0,0,1,2008-03,19.802129774196146,3,100773.12690587198,1.6100100931654902,25.936328260360256,1.5505780183957583,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0.645,1,33.29500000000003,1,-999.0,0,1,2008-04,21.73811901940246,4,100504.63188476562,2.0190718763444693,28.730311245388577,2.165187556766959,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0.883,1,31.57000000000005,1,-999.0,0,1,2008-05,24.583782716976714,5,100173.56607022847,7.128081547439284,29.05444755144015,1.8299302703070879,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,-999,0,-999,0,-999.0,0,1,2008-06,24.947260750664668,6,99977.95646158856,11.410082527227178,27.31538463168681,3.0120852937175715,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,-999,0,-999,0,-999.0,0,1,2008-07,24.944298208913438,7,99953.58707682294,13.722293283836754,27.14932216931419,2.960404608300071,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,-999,0,32.53000000000003,1,-999.0,0,1,2008-08,24.954757247432553,8,100121.07168283769,9.418159774135061,27.529968372467977,2.8882821553449394,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0.56,1,30.920000000000016,1,-999.0,0,1,2008-09,24.80914041731097,9,100387.27218424478,11.755474414636186,27.36802955203592,1.8020298112306739,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0.467,1,31.18500000000003,1,-999.0,0,1,2008-10,22.57327933772922,10,100850.66544333838,7.047427177150051,25.750139429235958,1.3863000873506242,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0.323,1,29.250000000000018,1,-999.0,0,1,2008-11,17.963466983371347,11,101137.84284396701,0.012295504661115803,22.80068266126841,1.0812423421976993,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.809,1,26.263333333333378,1,-999.0,0,1,2008-12,15.918001593312965,12,101297.00914083503,0.026396340040438674,21.00432566981158,0.9198420908403786,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.989,1,25.510000000000034,1,-999.0,0,1,2009-01,14.313900863483411,1,101390.24199323758,0.013748085347716156,20.453649016349573,1.3434157415866284,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0.634,1,29.835000000000022,1,-999.0,0,1,2009-02,13.273635255722752,2,101007.32999674477,0.12144425916536607,22.60737494514109,1.9225741941707206,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0.788,1,32.445000000000036,1,-999.0,0,1,2009-03,16.781269430345105,3,100836.02695522511,4.102268229387612,26.30112335041008,1.3121354605960276,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.6940000000000001,1,33.99000000000003,1,-999.0,0,1,2009-04,22.853894064161523,4,100478.10020616317,1.0556296114890766,28.822039349873933,2.472536274323017,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,0.797,1,32.805000000000035,1,-999.0,0,1,2009-05,24.390428735876583,5,100273.90389784946,8.95599264933527,28.451192207746658,1.9515684104933115,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,1.0070000000000001,1,-999,0,-999.0,0,1,2009-06,25.9459096484714,6,99938.61828342013,6.846096515773799,29.09275881449389,2.8882891073897685,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,-999,0,32.39000000000004,1,-999.0,0,1,2009-07,25.13087472402924,7,99878.67139721943,10.894066203731073,27.95572232482266,3.255679714114297,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,0.862,1,31.110000000000042,1,-999.0,0,1,2009-08,25.46228005604081,8,100199.32540007558,14.271231723016069,27.76274954683032,2.428896721286143,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,0.644,1,32.80000000000001,1,-999.0,0,1,2009-09,25.045251973470158,9,100371.78442925349,8.98956312799939,27.587322086758093,2.0256274586322873,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0.501,1,33.163333333333355,1,-999.0,0,1,2009-10,22.405286038306485,10,100776.81587596607,4.48847990953512,26.009565751270543,1.3859300490853745,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.61,1,29.675000000000026,1,-999.0,0,1,2009-11,18.027522023518884,11,101119.0701497396,0.37762885967431714,24.307728788587838,1.1357119556421884,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.872,1,25.53000000000003,1,-999.0,0,1,2009-12,13.581488443190096,12,101353.74612525203,0.008260534364978867,19.999555308844435,1.2288657887117502,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.711,1,24.880000000000038,1,-999.0,0,1,2010-01,12.846029064219522,1,101433.60493846607,0.01566178087841763,18.88699099633004,1.8868770373046808,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.798,1,28.77500000000002,1,-999.0,0,1,2010-02,13.757189301082121,2,101177.14714122955,0.471246226243695,22.479022666386243,1.2453075093812793,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0.677,1,32.65500000000003,1,-999.0,0,1,2010-03,18.937469388079876,3,100781.87131951444,2.1324295099714257,28.06619536287053,2.366552392479687,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,0.801,1,33.60000000000002,1,-999.0,0,1,2010-04,24.043177392747623,4,100503.82287326391,4.571551145374997,29.847325091891776,3.438091642820515,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,0.9440000000000001,1,34.180000000000035,1,-999.0,0,1,2010-05,25.1674590244088,5,100241.42272555444,10.818221033676561,28.511050222253346,2.6332510938850024,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,1.186,1,-999,0,-999.0,0,1,2010-06,25.908892334832103,6,100070.22924804689,18.26213468040005,28.38244578043623,3.211472478006307,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,-999,0,32.49000000000001,1,-999.0,0,1,2010-07,25.319747666389617,7,100182.90569871473,7.399622340758717,28.23081314743206,3.108608587276343,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,0.462,1,29.590000000000032,1,-999.0,0,1,2010-08,25.332350380190007,8,100298.77733849965,6.268619123690335,28.354312207621945,2.4267111583634855,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,-999,0,35.49000000000001,1,-999.0,0,1,2010-09,24.944709714253747,9,100482.22100151911,8.256543012688885,27.503069792853523,2.014907380761898,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,0.46,1,32.3366666666667,1,-999.0,0,1,2010-10,23.699358548400312,10,100605.26596102152,5.605484605816576,26.899205144246366,1.1692608372169577,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,0.685,1,30.00000000000003,1,-999.0,0,1,2010-11,18.719337209065827,11,101059.37153320313,0.30543493140650446,24.1859996159871,1.1624817112253711,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
