system:index,date,dewpoint_2m_temperature,mean_2m_air_temperature,month,surface_pressure,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_speed,year,.geo
16,2001-05,297.39265949906166,300.62204874428613,5,100182.55354040783,0.01719434216678563,-1.2704047901752853,1.1057662217038398,1.95622125414125,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2001-06,298.4810514236864,301.0668028432918,6,99879.74533767624,0.016377747980624528,-2.069928547502885,2.4705531623548374,3.4387901047309843,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2001-07,298.67649598827535,301.71692411455376,7,99935.29807401814,0.00865368100440304,-1.7868621649939005,2.8650131159798735,3.650577715936785,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2001-08,299.0913195530333,302.4319124926733,8,100077.74208522157,0.006152058200965084,-1.7596604326820562,2.065808296107573,2.8009137098011374,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2001-09,298.7726972044054,301.5923916143472,9,100447.19531722054,0.007135019599378469,-0.8751800821747064,1.46222584283604,1.820566901476971,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2001-10,297.5240390988875,300.2708336283673,10,100815.95498646777,0.008179744323743703,-0.4990084770282828,0.16077813394780363,1.288572384556125,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2001-11,293.6988572841924,297.05533523482734,11,101239.75743170945,7.930869709401159E-4,0.016377309029255983,-0.4944600091900109,1.100318062552461,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2001-12,287.4919818736035,291.7970777313755,12,101529.81415691086,1.286992475527996E-7,1.0762204598324054,-1.0314315397693792,1.6280147861316088,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2002-01,286.9352513677284,291.9785216117313,1,101404.2066795695,3.917772643181823E-4,0.6325879616559692,-0.5382874933014223,1.480591593881686,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2002-02,287.23580140327994,294.6612847857364,2,101380.1031029708,1.3066594824536062E-4,1.34397655597026,-0.7979549391992382,1.8335803259201549,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2002-03,291.3107053943031,298.4677414816311,3,100894.71728977845,0.002509719085169643,0.1029986759270696,0.42853904808876137,1.5100788802039047,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2002-04,296.187849437026,299.9459164960387,4,100616.92021966263,0.006367329497374256,-0.8754589644203493,1.6490991843070868,2.23382464675927,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2002-05,297.37366212535596,300.5006210465446,5,100148.313145141,0.014988083979874578,-1.7591644089507668,1.2937609600876752,2.4587534963118807,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2002-06,298.66638708508384,301.1471195462968,6,100037.8880617447,0.016360456673550343,-1.4500909458594498,2.4165650041681994,3.025991753380042,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,2002-07,299.2860113568416,301.5717860656922,7,99896.80144920693,0.015340591209292528,-0.8436513388745134,2.696667383660723,2.994455640928089,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,2002-08,298.7826297448841,301.64181305884364,8,100084.79228033735,0.009035041965619257,-1.8527634039146061,1.9422284988238128,2.806984187925641,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,2002-09,298.484833378326,301.62195903551424,9,100511.13827102215,0.009125244698308084,-1.1521989520823006,1.2240841936488887,2.099105513247022,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2002-10,296.1994412732388,299.9006773980363,10,100894.65221393504,0.0028300746307921222,-0.1506676397761865,-0.20715757700251672,1.0549034437203946,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,2002-11,292.6199547405569,296.5152938735209,11,101113.15555450653,0.0035997042537001906,0.3096204908022587,-0.8026082250286803,1.4190902258564357,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,2002-12,288.28185768396344,292.863551581038,12,101348.73802398036,2.2763345484171164E-5,0.9257114293472044,-0.7624729134645107,1.4470133982341333,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,2003-01,284.9849191348718,289.3504407746314,1,101523.84356117823,6.851937700394649E-5,1.15197117919288,-1.2551470937085414,1.8116810084204835,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2003-02,288.5120241286171,294.6370451928146,2,101273.05707137463,3.339042775336445E-4,0.841602302678042,-0.758531122673434,1.4322591688497146,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,2003-03,290.96305759579747,297.21066425550134,3,100984.92863953928,0.0041457152451798394,0.23033841998885657,0.3039863244734502,1.363832219736638,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,2003-04,297.0613592019134,301.1853617719052,4,100629.4687374119,0.005026770286423353,-0.4140135360298319,1.47826287890489,1.9387767364917827,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,2003-05,298.14637985920984,302.1178499312079,5,100262.27311335597,0.006664752321878648,-0.9585362434027059,1.9412237251393147,2.526615752464111,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2003-06,298.5736804666355,301.07009233703303,6,99863.48909554379,0.019425519421126424,-1.4810840286877223,2.555009165319191,3.240756417195163,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,2003-07,299.0105558858296,302.2400631446493,7,100122.86555261834,0.008566013847881962,-1.785743800679002,2.7323034639925154,3.445778176969673,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,2003-08,298.91614995766264,302.3749062590969,8,100132.42585599194,0.006157264199899462,-1.7332337727839613,2.504941523399237,3.110971401864427,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,2003-09,298.71619915458007,301.65139359918845,9,100404.75905872355,0.0071120114876979685,-1.2670934445668325,1.6781266441037888,2.1816329559443712,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,2003-10,297.6452225453664,300.6138033618139,10,100898.23775805638,0.005247650321663056,-0.1502113130765199,-0.03903939314327256,1.2802839974297047,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,2003-11,290.9500184519173,296.4247107683471,11,101247.30668114302,1.0951983328132368E-6,0.9207132962895302,-0.9828601404499309,1.4617103471139175,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2003-12,288.15528356085366,292.80855612702,12,101451.89037323766,8.725147275465156E-4,0.6355799100850403,-1.0982326534579527,1.5602206072498546,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2004-01,286.41679584238096,290.8407860701178,1,101375.93714595921,6.476123736811846E-5,0.9111842427128869,-0.9360722413836168,1.6068912758104825,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2004-02,286.91199077133683,294.31776486307473,2,101183.78938349697,2.456945525297797E-5,0.9622041695787826,-0.40640598791843696,1.6001597675066286,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,2004-03,292.36054609438924,300.03535728493006,3,100770.91918743704,3.6518661676242963E-4,0.2979617107310684,2.0391112551828408,2.569457135494322,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,2004-04,296.63511777265074,300.1433864197822,4,100533.07633434035,0.009356492992362977,-1.0912351568780037,1.8601047068324088,2.534417428463051,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2004-05,298.33113911024634,302.78112543419167,5,100147.80635070492,0.007712430766739572,-0.7426773671297149,2.342683227977003,2.722569438125588,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,2004-06,298.8402243376978,301.6118032157721,6,100042.79400962988,0.0192097398959858,-1.0300029878409847,2.072247794771723,2.5802054457730867,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,2004-07,298.80319459114196,301.51974500827083,7,100057.01515451912,0.014253125451730284,-1.254592991955691,2.7985738447905786,3.433328195427309,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,2004-08,298.8004613163729,302.04739735767555,8,99998.38185737662,0.007906527112145258,-2.1790186269765894,2.3773444632389036,3.4344267845601215,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2004-09,298.32829765020176,300.8688712282364,9,100502.47583238925,0.019572800227927657,-1.727081196785933,1.4641621364687623,2.798041764353252,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2004-10,295.8937013009524,299.5998241044242,10,101069.68268976586,0.004655990161917062,-0.01208545665058785,-0.13904823076208794,1.6185596879324324,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,2004-11,290.8797225045533,296.3878650615342,11,101269.26658799092,2.6241897207914942E-5,0.45397901433592236,-0.9312501119222768,1.2852444927617253,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,2004-12,288.3689694192355,293.5281386822012,12,101357.09876793806,5.5549588914901314E-5,0.46132518760147156,-0.9783087077937938,1.3627063307407212,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2005-01,286.4432921748627,291.56675938109737,1,101348.98042547835,2.3094117764986378E-4,1.0106631275390205,-1.099260962573663,1.7940976829314894,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,2005-02,288.9811947425927,295.7215532715827,2,101156.30864803624,2.3112569999865135E-4,1.3996113111125257,0.027472791949817887,2.107798151963397,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2005-03,293.4598376747584,299.37368457252524,3,100895.95315174972,0.003305608265745301,0.41981657550699275,1.3902732151392603,2.009130239163973,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2005-04,296.19761040909407,301.5288563769629,4,100776.87869146526,0.0031498598963236074,-0.35584937343364514,1.7819221970778096,2.0256096770119867,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2005-05,297.52363307680116,301.36665924164447,5,100332.29078077794,0.011662173026578062,-0.860655348130463,1.5921092266522627,2.2192279704337174,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2005-06,299.498730616267,302.6469898727126,6,99857.98915533736,0.007231385639445686,-1.6927902100429557,2.3530058043480877,3.0803152093069386,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2005-07,298.69840095266477,301.6615538874661,7,100047.0747214879,0.011303985993352542,-1.7399102145931635,2.6710585113018297,3.4315193944670455,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2005-08,299.17816991892465,301.9402865591366,8,100006.59033389977,0.00855972193320322,-1.0209516355878516,2.3075399584640555,2.72526442568569,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,2005-09,298.92452237070626,301.9631471324663,9,100431.14132993451,0.010814407368425994,-0.7164340958014234,0.9478484471518944,1.6021590628137428,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,2005-10,297.20514509156874,300.0028704164012,10,100922.95457735396,0.007517739415566426,-0.7053193306634792,0.1193429323594195,1.3829472781462009,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2005-11,291.82790338644924,296.469990525721,11,101133.07938538521,8.62730472112224E-5,0.8097405754667513,-0.863237191651163,1.4175359953062818,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,2005-12,287.81287530781884,293.06395842676073,12,101244.30923181017,1.720405742948104E-4,0.9730470050977915,-1.3525919225160692,1.7707738352653628,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,2006-01,286.14112017766945,291.30513951665563,1,101292.40805324771,2.373010021620946E-5,1.379218540595017,-0.6902827477347095,1.8423394303079093,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,2006-02,290.62846377892316,297.2940455933232,2,101036.05747262081,7.880051073809092E-5,0.7446838546135394,0.5937761650344756,1.761516537557104,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,2006-03,290.480821014435,299.8051071243824,3,100808.24525585346,1.564816607206671E-4,1.3227181381329307,0.26315147147137824,1.818639316533175,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,2006-04,296.51194399001014,301.00488428152335,4,100537.68645675981,0.005466021706555545,-0.46715784559677237,1.523776663562202,2.101682597066702,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2006-05,297.53858943144,301.7849330813743,5,100334.04487506293,0.010457758887221688,-0.652102079018125,1.6661542581287396,2.145168683781448,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2006-06,299.1338349341385,302.11221306100714,6,100081.50713903575,0.008989304746993538,-1.1718018650888553,2.362310585730746,2.7901748865893294,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2006-07,298.99485294153817,302.02260876796754,7,99885.25336574775,0.010768150855774905,-1.8636467794637295,2.387417464097821,3.329994797445586,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2006-08,298.6582474169774,301.95404764503866,8,100101.55759535497,0.009320006810863993,-2.0559593761795596,2.0795280721612563,3.0522319425627242,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2006-09,298.57227468500196,301.6204961402178,9,100486.03431835346,0.007360665386304455,-1.0101348046929932,1.4121913390097176,2.2368727052851036,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,2006-10,297.137285092326,300.69747816010903,10,100970.89920852214,0.001866256359055796,0.13591717799444575,-0.08801762156135966,1.1106691450138362,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,2006-11,291.8242720466606,296.77385081803084,11,101166.29127486152,1.6672153264499375E-4,0.7253316647696709,-0.6874365397930625,1.4887761270781903,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2006-12,288.003416026443,293.0576754136868,12,101376.4468561178,1.5990312385105753E-5,0.7565135102617776,-0.8195418203825435,1.3503056575354269,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,2007-01,284.97621378211943,290.4184388374874,1,101465.98063632929,3.3285853734881744E-5,1.1309327005979875,-0.7550848672517236,1.6046611122698624,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2007-02,289.23153608462354,294.0729824715391,2,101255.45709340382,0.0022278069511706845,0.08883281236163679,-0.23949507175675575,1.2552116804604587,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,2007-03,289.18352825245466,297.82141555217584,3,100929.30584403322,6.654416974155608E-4,0.5613527625409017,0.13177695104632856,1.404012612816447,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2007-04,296.3062226294511,301.0260308118745,4,100643.4403118706,0.008666886889524869,-0.3559725554628074,2.4236483456745126,2.719549953066495,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2007-05,298.7262096946693,302.4925632319301,5,100248.51500346173,0.0053460939667278615,-0.813848394041455,1.389578509498819,2.1424928677453896,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2007-06,299.04881650803674,301.88077117827726,6,100013.56160309666,0.020039068036764286,-1.3533120944540784,2.7677836033512815,3.3056877447061193,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2007-07,298.91993745033585,301.5114790533244,7,99939.59128272909,0.018723288122545798,-1.161088609215236,2.8536174287728793,3.5698276661348634,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2007-08,299.1074853134539,302.3461398675002,8,100010.37809667671,0.0081491397511803,-1.3609686771308305,2.0757507408493594,2.6587727242968056,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2007-09,298.83388212113704,301.55090196807333,9,100260.2388799723,0.01149940233178669,-1.2147880200292889,1.7706495554425565,2.406033391769593,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2007-10,296.7719877828884,300.2332278156569,10,100722.05417925476,0.009296959318775843,-0.38312177173080514,0.26907862171245606,1.1016107861362272,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2007-11,293.2732868298302,297.0075955578207,11,101085.37222432024,0.003459038668521282,0.38158588178928526,-0.9877468037581274,1.5687226293990744,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2007-12,287.5271397401438,292.271296327712,12,101260.10774798586,3.169548162501326E-6,0.9337040327586916,-1.2548387433827102,1.681094926563494,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2008-01,286.94168864669876,291.50401286176077,1,101234.36689639979,0.0014574950284484962,0.8414125318253506,-0.6530926118864633,1.7417060211976465,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2008-02,286.75913996854933,292.91501305033677,2,101226.65282445872,4.897730761760525E-4,0.8092072020844753,-0.4423474568614786,1.4273278987463927,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,2008-03,293.8340375487297,299.3813792617659,3,100750.4837959466,0.0014959703363226827,0.09747559350332827,1.2081396168212275,1.6831881695078945,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,2008-04,295.7784379818887,302.0113581631479,4,100489.52265861027,0.002050448488514432,-0.11215742829847566,1.874391063102422,2.29317335085045,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,2008-05,297.5719712056662,302.4433075350697,5,100150.03788865809,0.0069201343337379675,-0.9036934982373755,1.6067096139008905,1.9969448675095158,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2008-06,298.66778313674234,301.57234226007836,6,99949.81537481115,0.011574646851379884,-1.830989106184046,2.4550591516350684,3.2405881545200392,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2008-07,298.884096063804,301.5079101869827,7,99930.65797614552,0.013572367729969916,-1.362407475583863,2.648480460482901,3.2314900717340094,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2008-08,298.9159263710721,301.79720835152716,8,100076.8018410121,0.009621366808586732,-1.304632447973599,2.61895412289484,3.12136236712037,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2008-09,298.85042759644665,301.78447939285945,9,100348.0372529582,0.011352353968093878,-1.0186758198886958,1.3190823346346403,1.9845448247044792,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,2008-10,296.63570628555163,299.83260576107955,10,100816.17218340884,0.00757118457992076,-0.11323228141242281,-0.5734980425085546,1.6017976956781923,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2008-11,291.9874267578125,296.4295260918224,11,101092.66657382932,8.680015136820145E-6,0.3923337185070714,-1.0632851039294868,1.3071602046910855,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,2008-12,289.9991605729855,293.72623294703544,12,101272.23162606996,2.952201178251151E-5,0.49599225184948653,-0.44981784507827344,1.0449566898978035,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2009-01,287.93456569644735,292.60414042708135,1,101370.79993233888,1.3120552727017115E-5,0.8203460402599155,-0.46925251144776997,1.492117104545682,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,2009-02,287.71897851611675,295.3621862375004,2,100994.34080438067,1.2224450662475612E-4,1.4631519938523674,-0.19197391166247627,2.080811366320047,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,2009-03,291.1772037686657,299.1733439434931,3,100818.13884063446,0.00392357354795172,0.4349685735632885,0.5016460272240615,1.4891508206238422,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2009-04,297.09107573202846,302.51401211065337,4,100456.27077196626,0.001048854141391078,-0.32757106413774023,2.503201229214548,2.6460025170342405,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,2009-05,297.7676754308971,302.0556808794372,5,100250.08412953171,0.008665559196625231,-0.8498410623839494,1.5700843957255617,2.1032428775721472,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2009-06,299.4838277365386,303.18445971778027,6,99907.50905557653,0.0066931079773932005,-1.0582136720929138,2.903729870144094,3.184616460125945,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2009-07,299.0426454173354,302.157187169316,7,99861.44808660625,0.010519614074405466,-1.6072033407945043,2.7273021176022225,3.4301876156910347,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2009-08,299.41156094984217,302.0681619235036,8,100168.31234736908,0.015041148535764711,-0.9371815667411708,2.1333333041612708,2.599508897384828,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2009-09,299.01253031474226,302.037919710434,9,100333.08114300099,0.008468584181536419,-1.3120011354141004,1.4279868905277766,2.2586363505753573,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2009-10,296.6373211540844,300.34172205929787,10,100746.53239079806,0.004465573381872665,-0.04645676882740594,0.07059838122651656,1.57239719936747,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,2009-11,292.09376930628656,297.4074985039318,11,101099.13028228849,3.628037676315057E-4,0.5212537915625,-0.6795317021261409,1.3121904021762387,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2009-12,287.6292151259992,292.45954003463703,12,101336.99724634946,8.079740981804559E-6,0.8600893894711288,-0.8200286056940171,1.3558328374507547,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,2010-01,285.95744097845073,290.38466295931863,1,101418.37567975826,1.762854303594064E-5,1.475202828159505,-1.217515233108044,1.9657973817514127,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,2010-02,287.52255156825316,294.98705969865233,2,101155.76078329555,4.5696542781078E-4,0.9968703281963459,-0.23314549123112407,1.48327445215997,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2010-03,293.03739308705866,301.15373844327274,3,100755.35986278951,0.0019963601252396125,0.7301004408109341,1.7945133058206073,2.6629574697615337,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2010-04,297.8160148382426,303.4772929426886,4,100476.84546198389,0.004629035988139797,-0.35084606639868293,3.5559383205536745,3.7658180726444885,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,2010-05,298.5234263931996,302.29191013117213,5,100211.15609422205,0.010707666923752484,-0.6908670475715838,2.398147024777,2.911952973902024,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2010-06,299.5097011723667,302.3338589732621,6,100045.93899169186,0.019396853142709652,-1.097208927069066,3.195894901317892,3.521746768120385,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2010-07,299.339954688926,302.6648970528072,7,100155.29533924974,0.007312110460045383,-1.376589124608496,2.8501759858529967,3.3348975383800563,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,2010-08,299.4395770085422,302.7253966240243,8,100263.47157603221,0.006678925126918555,-0.7253814383335823,2.3132311075235545,2.5924086437996903,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2010-09,298.9730569737675,301.87811908702713,9,100439.14297425731,0.008243315115623541,-1.0462826234696492,1.7399548909935463,2.17268568639059,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2010-10,297.6673819888635,301.0802929712086,10,100575.29335504782,0.005504916536210016,-0.2307602027601825,-0.29413398432227417,1.3144848316922337,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,2010-11,292.8783924913359,297.70596810731763,11,101029.32250597933,2.939181264719906E-4,0.38657499680826424,-0.876726621575466,1.3405598995176864,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,2010-12,287.6392416839753,292.4810672694703,12,101017.80407068228,0.0013192304743459488,0.7966194745637138,-1.2274505580419979,1.6052648125360458,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,2011-01,284.9352559530482,289.9746988747895,1,101209.18405557654,3.839442980652046E-5,0.753426016553531,-0.7676011128728124,1.469010423293207,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2011-02,287.2209678811249,294.67488355991946,2,101065.45160498489,8.498398349822045E-5,0.880313878032976,-0.45627817749857075,1.6235493594803554,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,2011-03,291.7774964977007,298.9336963665089,3,100796.6328125,0.0024280702982713114,0.6714312491220048,1.290919754320281,2.290166301375144,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,2011-04,295.66814244511386,300.4342852051764,4,100733.46266049851,0.0037455758501935945,-0.14032075983835127,0.9551361705241245,1.2971658950845357,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2011-05,297.77903710986664,301.3278708835382,5,100301.03321374621,0.01359793121803623,-1.23158865498392,1.5843541146045004,2.1818003307348235,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,2011-06,299.13814013155564,301.8803565325934,6,99862.53750314703,0.014623453542927775,-1.9145950785576396,2.1276847363718803,3.1421371045952444,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
