AOD,AOD_available,LST_C,LST_available,NO2,NO2_available,climate_available,date,dewpoint,month,pressure,rainfall_mm,temperature,wind_speed,year,pm25_mean,pm25_max,pm10_mean,no2_ground,so2_mean,co_mean,ozone_mean,aqi_mean,observations,ground_pollution_imputed
0.298,1,32.150000000000034,1,,0,1,2001-10-01,23.59574039828391,10,100839.1493510585,8.112083625123104,26.17148309933248,1.1650691815767056,2001,38.95579182110753,97.61766394,66.00299777759409,25.436835280932797,15.548979595260752,1.2500702931344083,42.37648114666801,106.95740076487904,744.0,0
0.552,1,28.88500000000004,1,,0,1,2001-11-01,19.54353317684604,11,101260.28566080728,0.8610991294548379,23.07823611365427,0.9974038382746904,2001,39.02399415714167,91.13999618,67.904445676875,25.571610755706946,15.39812582327778,1.245763371790278,42.20940722762222,107.23718591444444,720.0,0
0.536,1,24.94000000000004,1,,0,1,2001-12-01,13.3108505208005,12,101532.40612399192,0.0011324853106899,18.888371896231035,1.4981840284072667,2001,58.7807289056801,121.7691827,100.76607185825269,25.259070919766128,23.08245993327957,1.2210318915994622,42.51049116977151,139.6611936827016,744.0,0
0.59,1,24.860000000000028,1,,0,1,2002-01-01,12.631707209925594,1,101409.63343729,0.4212085164347686,19.05378188676736,1.3414968350471457,2002,63.82814167225806,125.3895096,108.08251715659948,26.94553436884812,23.865208161599465,1.274549211939516,42.5910251594301,145.53073471194892,744.0,0
0.539,1,28.69500000000004,1,,0,1,2002-02-01,13.061144742511544,2,101385.4051106771,0.1289072859714325,21.93108933766689,1.7154775360930417,2002,63.31578755350596,141.1648299,106.81315034880951,26.73514357414881,23.57692385671131,1.2738469126160712,42.73203104377084,145.6808245985863,672.0,0
0.534,1,30.12333333333337,1,,0,1,2002-03-01,17.126953810004863,3,100902.79794081816,2.367436936248352,25.449075091782504,1.24368675872349,2002,42.92304035930107,96.43510364,73.85002055991936,26.31891428514919,16.22894679720296,1.269397612125,64.98470068752688,115.10932040780914,744.0,0
0.63,1,30.340000000000032,1,,0,1,2002-04-01,22.932092814975363,4,100631.9636827257,6.358796038434988,26.43844903310145,1.952028090471312,2002,42.3590288618875,107.4583252,71.85672228452778,26.560192181563888,15.844011109236112,1.2740512775875,64.3942317618611,113.46131097147222,720.0,0
0.917,1,29.63000000000004,1,,0,1,2002-05-01,24.17720436588411,5,100172.7844002016,14.883132126812717,26.69686753057664,2.128921702007067,2002,42.32409879951613,84.80591795,71.99747646645162,26.985215474217743,15.986771795639786,1.2564306765739248,64.6899192005242,113.69507878745968,744.0,0
0.994,1,32.52000000000001,1,,0,1,2002-06-01,25.06959849463567,6,100069.11633572052,16.577605644069614,27.01113412645128,2.608851704764512,2002,42.8960897864625,90.27090978,72.40706390409721,26.691895949516667,16.000493489695835,1.2804619275902778,64.79457871561111,115.0674915032639,720.0,0
,0,,0,,0,1,2002-07-01,25.70982236554545,7,99919.7227140037,15.810628158598613,27.624762368971343,2.63670408314016,2002,41.56879645799194,89.86614496,70.09624082950269,26.76803822347312,16.001558433208334,1.2871393231989243,42.7488291915793,112.26271249334678,744.0,0
0.318,1,33.63000000000005,1,,0,1,2002-08-01,24.82363709890717,8,100124.99931220598,9.127616940345536,27.2914391261275,2.5822341359607925,2002,42.187026678631725,93.33562291,72.87141183819892,26.404949798616936,15.704321825862904,1.2710996256962366,41.67163588545564,113.76976244563171,744.0,0
0.543,1,32.00333333333335,1,,0,1,2002-09-01,24.63010715908473,9,100544.85354275172,9.004712718182144,27.33173459370932,1.9410879630545208,2002,42.39126051868472,93.93161843,72.26974184479167,26.77093665882778,15.647577788434722,1.2575476832180557,42.09960211413889,114.32994109890278,720.0,0
0.508,1,31.450000000000045,1,,0,1,2002-10-01,22.22154730930117,10,100925.52752226144,2.931929441464189,25.609077461816867,1.0063588535105994,2002,41.863381938465054,96.96862246,71.49718710561828,26.500089063916665,15.778505483346771,1.2863449116505377,42.36872982686559,113.533372994207,744.0,0
0.313,1,28.215000000000032,1,,0,1,2002-11-01,18.79496267106805,11,101138.64759657116,3.527575892441704,22.78491547902433,1.3076729804832852,2002,42.4259077977125,83.0609032,72.11653896569445,26.861681667152776,16.04267010096111,1.271257720073611,42.24404439207222,114.38091152598612,720.0,0
0.579,1,25.335000000000026,1,,0,1,2002-12-01,14.264225506526143,12,101365.4680097026,0.025712636530001,19.880615304106072,1.3200146411046711,2002,64.54142190973118,126.3802393,108.87532895387096,26.460478963896502,23.91540538464785,1.2794772873010754,42.83826780211693,145.97220099689517,744.0,0
0.711,1,23.31000000000002,1,,0,1,2003-01-01,11.66195591342057,1,101524.77028204806,0.049038464062904,17.280789209181307,1.7494477473897003,2003,70.006926998293,134.9250088,118.92167644782258,26.95997914681317,24.784790761956987,1.309961045861559,42.377667433880376,151.48143646162637,744.0,0
0.654,1,28.685000000000016,1,,0,1,2003-02-01,14.685079874311157,2,101282.80854724695,0.3023382471562134,21.75046276365009,1.377523545854453,2003,68.6432327285253,134.0426867,115.9705902470238,27.479599047272323,24.47454743409524,1.3126183196413692,41.865847805566965,150.06589437047617,672.0,0
0.513,1,30.48000000000001,1,,0,1,2003-03-01,17.191249671033688,3,100998.8158077117,3.716347510231088,24.214460996402124,1.1559057732602165,2003,45.99039012279839,96.57197093,78.70083644673387,27.54287421571505,16.526475407356184,1.291095628552419,65.63528014708334,120.70219515224464,744.0,0
0.671,1,30.963333333333367,1,,0,1,2003-04-01,23.49697308010525,4,100650.49337565109,4.757481970400453,27.47294762929284,1.718903983721994,2003,45.40570398487083,108.6791889,78.7160136955,27.307709017701388,16.153690172738887,1.3137531202569444,65.62652463052778,119.25622505347222,720.0,0
0.892,1,31.130000000000035,1,,0,1,2003-05-01,24.79740931193038,5,100278.5594390541,6.593068576914641,28.51447526665146,2.244474832025873,2003,46.606498512516126,101.2917564,79.72207586598118,27.01183917402554,15.986138147166669,1.3298235056935483,65.28830877388441,121.44653712767472,744.0,0
1.105,1,27.36000000000004,1,,0,1,2003-06-01,25.22927000257704,6,99895.05362955728,20.824612047915043,27.301338259379065,2.9683913402320976,2003,47.011090561618055,100.1450455,79.380261316,27.058772107343053,16.539470851381946,1.2979323081916667,65.1475758523889,122.61545846325,720.0,0
0.351,1,27.940000000000023,1,,0,1,2003-07-01,25.01706425656556,7,100161.30488701278,8.105627747737334,27.748620831069104,3.263140043149779,2003,46.39800792968549,102.2526606,79.13264481461022,28.161479617400538,16.280778187618278,1.3057611266155915,42.3533872030457,121.31360501252688,744.0,0
0.49,1,33.160000000000025,1,,0,1,2003-08-01,25.075019967684284,8,100164.70278372816,6.2791753607732455,28.0649441626764,2.871742212914373,2003,45.34731040805107,97.70682451,77.33552545919355,27.254479252090054,16.29284117510215,1.3144387630376344,42.35998459541666,119.51544628651882,744.0,0
0.487,1,,0,,0,1,2003-09-01,24.806506941053613,9,100439.23254665798,6.985157051294284,27.367915895250064,2.037532277536533,2003,46.09426474153194,114.2587254,78.31421381706944,27.05794982755,16.089491075169445,1.3025891301833332,43.22012532484305,120.47277560470832,720.0,0
0.489,1,31.04333333333337,1,,0,1,2003-10-01,23.805558243618293,10,100918.10984227993,5.108122566784254,26.67085246424523,1.1322100974202844,2003,47.1159439659758,109.1912502,81.15760281189516,27.82290298668145,16.20306998309274,1.3231329985322582,42.480922974850806,122.33127067872311,744.0,0
0.49,1,29.32000000000004,1,,0,1,2003-11-01,16.532096015082516,11,101267.57857530384,0.0021834794565004,22.827246305677704,1.3029135182162292,2003,45.774164352825,94.6807198,78.73658161894444,27.671240874636112,16.48953751806528,1.332206175748611,42.06322868065833,119.67088768791668,720.0,0
0.433,1,25.79500000000003,1,,0,1,2003-12-01,13.77666072230187,12,101457.93390351984,0.9808137285261406,19.55155283199844,1.4369268038767782,2003,68.80893477597043,131.3147347,118.517457105793,27.92180595605914,24.174619939182797,1.3100610476491934,41.88711017726613,149.65542102962365,744.0,0
0.6950000000000001,1,23.43500000000003,1,,0,1,2004-01-01,12.516254146124822,1,101380.71469149028,0.0680658020340366,18.26579521343274,1.518806350938079,2004,74.64061654518817,135.4830634,126.9968475317473,28.104336809717744,24.967401469919352,1.333109598783602,42.77212713740592,155.98758028185486,744.0,0
0.727,1,28.75000000000003,1,,0,1,2004-02-01,12.297512111444632,2,101194.03550983296,0.0277387556956433,21.374413558258425,1.458305404289288,2004,75.95529775229885,133.2857395,128.4782343572701,27.732589431415228,25.241470627413797,1.3492967052514369,42.601516152327584,156.6612224735632,696.0,0
0.532,1,31.87500000000003,1,,0,1,2004-03-01,18.19218314386188,3,100790.3690093666,0.394281744663791,26.871141544465218,2.328518132971961,2004,50.169078793251344,102.5748207,84.6170109019758,27.976799734274195,16.828457863778226,1.3200784992553762,64.97393773967741,127.6508310989516,744.0,0
0.704,1,32.10500000000002,1,,0,1,2004-04-01,23.35878789689804,4,100561.81882595486,10.19781937316561,26.243423525492343,2.247629902719084,2004,49.34834882265972,100.9159561,83.85884310848611,28.379347675037497,16.785171785834724,1.3546779637444444,65.26448255470834,126.34149693356946,720.0,0
0.6890000000000001,1,30.77000000000004,1,,0,1,2004-05-01,24.935377662412577,5,100173.81736181116,7.916809332085892,28.92558949788412,2.4832342260189395,2004,50.3518793857043,103.8368453,85.32432437301075,27.42023054149059,16.923825069467743,1.3350478884932797,64.09545996540322,128.0647759639785,744.0,0
0.838,1,33.370000000000005,1,,0,1,2004-06-01,25.282543161180342,6,100074.25193684896,18.61920843820073,27.6500126732721,2.272456336855179,2004,50.93102335614444,110.0298281,87.43513574984722,27.887418314181943,16.749201083119445,1.339730975854167,65.51013974105555,128.82788215606945,720.0,0
,0,,0,,0,1,2004-07-01,24.82805732809089,7,100099.52636193715,14.255836645249374,27.148404344948347,3.172686361444397,2004,51.64168142161962,104.3007617,87.08875588626343,27.91006474250941,16.91031802030511,1.3530806766209678,42.77187579592204,129.84709291619623,744.0,0
,0,,0,,0,1,2004-08-01,24.83610063778451,8,100039.15424962198,7.872872712969211,27.622282795239528,3.1461983886819347,2004,50.93426852113172,103.5802413,86.83407723876343,27.761181442633063,16.43867389665726,1.3369043207526885,42.436197333674734,129.36407464555109,744.0,0
,0,,0,,0,1,2004-09-01,24.476248190138165,9,100540.54661458332,19.89844476583625,26.820656628078893,2.466637884396812,2004,50.59992571015834,98.8909078,86.52984736240278,28.08921457139028,16.47923667541389,1.3607234318541666,41.99592070534306,127.90954362095836,720.0,0
0.474,1,31.05000000000004,1,,0,1,2004-10-01,21.82794163611635,10,101094.87180254533,4.388680044745606,25.57413774715951,1.4907011786561024,2004,50.63382388846505,103.4479748,86.97847814514786,27.80320757856048,16.697841630639786,1.3504657409341398,42.18148995742742,127.93498340223115,744.0,0
0.5690000000000001,1,28.13666666666669,1,,0,1,2004-11-01,16.239427036709287,11,101291.04937065972,0.0306056744798629,23.04659843444824,1.0861141334441184,2004,50.67765348629028,110.4808245,86.1112269465,28.58646048289722,16.85067071613889,1.3499763998708334,42.278420118775,127.9660428302361,720.0,0
0.507,1,26.095000000000027,1,,0,1,2004-12-01,14.08564707848342,12,101370.30191532258,0.0564250236616619,20.70660751917029,1.2118881731226157,2004,75.80674477475134,139.9811084,128.14252495700268,28.031992294567203,25.19378961099193,1.3273111723884408,42.50188615999328,156.6721446599328,744.0,0
0.725,1,24.28000000000003,1,,0,1,2005-01-01,12.390948006414646,1,101350.71618783603,0.2173705896093415,18.90335947262349,1.7055262166014928,2005,82.54462197774193,153.9347043,138.71554868899196,29.41076218692473,26.200391703629037,1.3969499570053765,43.18649763277016,162.38254276529568,744.0,0
0.555,1,30.085000000000026,1,,0,1,2005-02-01,14.674550083705412,2,101164.18218122207,0.2423322766384064,22.706089364914703,1.9395492474887672,2005,82.17615487354166,147.4934359,139.3865816827381,28.73854390984673,25.938526105714285,1.3866355651294644,42.7923587717366,162.08349887678574,672.0,0
0.587,1,31.965000000000032,1,,0,1,2005-03-01,19.50400392265732,3,100918.6042296707,3.3722571968076456,26.18624011214058,1.8297780587544228,2005,54.78527369801076,105.0567975,92.6809860514516,28.324358587087364,17.284316924103493,1.384093550985215,65.64692775383065,134.50388439955643,744.0,0
0.704,1,32.16333333333338,1,,0,1,2005-04-01,22.39934974246557,4,100796.28140190971,3.143795199426691,27.97632603115511,1.7945025428210857,2005,54.17596681470416,103.6257152,93.708473498,28.425980688365275,17.17080849257778,1.3830988942569442,64.51163201451389,133.12017077054168,720.0,0
0.807,1,29.61500000000004,1,,0,1,2005-05-01,24.37026740453581,5,100349.71986832158,11.4714106500571,27.93224335537161,1.8750753618179328,2005,53.224203391005375,116.5685001,90.3585790377016,29.28991768955645,17.101793987844086,1.3679674189623656,64.89638245600807,131.96726940600806,744.0,0
0.888,1,30.350000000000023,1,,0,1,2005-06-01,25.8034762064616,6,99872.28082682291,7.189098078897871,28.957247967190256,2.794210290808545,2005,55.01801799117917,113.1499878,93.90580542,29.08230059215417,16.928803484875,1.3747178123611112,64.45244598651388,134.13372293545834,720.0,0
0.26,1,26.57000000000005,1,,0,1,2005-07-01,24.826329393284425,7,100078.9506153394,11.11974724832632,27.616908953266773,3.165714165098914,2005,54.38929471849731,114.7998798,93.4970402206586,28.58112665690457,17.07521664543145,1.3753776851290322,41.58543081402823,133.15465489017475,744.0,0
,0,31.390000000000043,1,,0,1,2005-08-01,25.174157714843773,8,100035.56644300236,8.134692722127776,27.8026734916113,2.540570375871636,2005,55.53725766181048,115.7728676,94.28176230604838,28.38140874332661,17.245926522577957,1.3718309791760752,42.30320616356183,135.71722294998656,744.0,0
0.517,1,29.56333333333337,1,,0,1,2005-09-01,25.135350163777616,9,100462.20554470486,10.878730528289182,27.776316197713182,1.4663696194508526,2005,54.52989168985416,122.0406334,93.60996179027778,28.78320424758889,17.193449228043054,1.3706106924569446,42.16172355117222,134.21192216075002,720.0,0
0.435,1,32.64333333333337,1,,0,1,2005-10-01,23.554636153354465,10,100944.64158581146,7.454855326979637,26.0907802868914,1.20763948230253,2005,54.57810590770161,108.5206305,93.16688633486558,28.36738371875941,17.224724022663978,1.3715546792607527,42.42986152524866,134.19231237775537,744.0,0
0.491,1,29.090000000000032,1,,0,1,2005-11-01,17.337375047471824,11,101148.8117784288,0.0987336733379843,22.65499299367264,1.2206203662945028,2005,54.58871359092223,106.1241056,93.15419738909722,28.39121616548333,17.001266670118056,1.3685224627402777,43.02707012673333,134.45394916520834,720.0,0
0.364,1,26.42500000000004,1,,0,1,2005-12-01,13.33365496563647,12,101252.25512432794,0.201045935709877,19.91396016766953,1.658115081671721,2005,82.2504528342742,149.8358796,140.5700857480914,28.847968745396507,25.690351683024197,1.3759152174583331,42.38325646396774,161.85975002252687,744.0,0
0.771,1,24.12000000000004,1,,0,1,2006-01-01,12.086115896573688,1,101300.09566637264,0.0255180506261953,18.915274843605573,1.7195869911553816,2006,88.93743074633065,170.3260191,150.8437387645968,29.56244243450672,26.39345895478898,1.4189063446303765,42.48445589277957,166.1869954689785,744.0,0
0.72,1,30.33500000000004,1,,0,1,2006-02-01,16.298349998110837,2,101064.63453311012,0.0880806412177597,24.35497341156008,1.6088703663151953,2006,88.11576893096726,148.1743713,150.73966376532738,29.79134309227976,26.422150130245537,1.4048815689479166,42.550232089915184,165.45199109665177,672.0,0
0.554,1,33.59000000000003,1,,0,1,2006-03-01,15.942718411517433,3,100823.66137957826,0.1508110800424062,27.14243565631176,1.6983463201172568,2006,59.33233909985484,115.3911518,101.12188759771506,29.267156706146505,17.467230145588708,1.4083250757284944,65.21399089995968,139.9130029619086,744.0,0
0.6960000000000001,1,33.27000000000004,1,,0,1,2006-04-01,22.825435511271223,4,100558.42724609374,5.647569394600301,27.65750066969128,1.8312401891696544,2006,58.41850944878889,122.5282606,99.84350221084722,29.602026860768053,17.394702600530554,1.4259124615777778,65.56457968037499,138.72720065252778,720.0,0
0.605,1,30.683333333333355,1,,0,1,2006-05-01,24.222101609424897,5,100357.5523405998,10.714185795627998,28.03497932598151,1.8989855384651515,2006,58.69841658679167,116.3160087,100.46908487645162,29.655310294655912,17.76249342507258,1.405344599096774,64.7157067161828,139.27075390029572,744.0,0
0.884,1,,0,,0,1,2006-06-01,25.625528144836323,6,100097.78945855037,9.130171880961884,28.369234445360007,2.541427460467164,2006,58.69929903717083,116.1818439,99.82882610956943,29.07452210968472,17.637401145968056,1.4266805838374998,63.98057744652778,139.1394353854861,720.0,0
,0,33.23000000000002,1,,0,1,2006-07-01,25.127819971884435,7,99910.9086599042,11.535159117840175,27.75464733492948,3.0137714976390955,2006,58.74395901529167,119.9232422,99.2167245940457,28.59735207825538,17.62540263729032,1.4219835780685484,42.30999569264113,139.7564028297984,744.0,0
0.337,1,34.07666666666669,1,,0,1,2006-08-01,24.782429631551167,8,100133.48516255042,9.455123699557856,27.74053871811077,2.8050212227919697,2006,59.43792578076613,117.2234431,101.45539703180108,29.432150549159942,17.73348466163441,1.3951923304475806,42.39111972081452,140.2022594352957,744.0,0
0.408,1,32.35000000000002,1,,0,1,2006-09-01,24.739721700880352,9,100501.58867730036,7.334473763882462,27.63029774559868,2.0747728754716124,2006,58.61515853943472,111.9645991,100.5246715450278,29.717398492770837,17.430199343250003,1.410947734884722,42.18948067467639,138.61741656218055,720.0,0
0.582,1,31.59666666666671,1,,0,1,2006-10-01,23.266351236322866,10,100987.49744308638,1.901162103408412,26.824521329326103,0.995345067064257,2006,59.74545766226478,120.3564967,103.24774979614249,29.51492372440188,17.884810745630375,1.4153434205483872,42.62780036262097,140.43496655827957,744.0,0
0.494,1,29.10500000000001,1,,0,1,2006-11-01,17.818514060974223,11,101170.84140625,0.1512463558993223,23.820211474100745,1.353908464346665,2006,60.07068564189722,113.5456444,101.38615943776388,29.339379258354164,17.709977684280553,1.4184393073583332,42.748287324088885,141.76455229706943,720.0,0
0.77,1,25.62500000000003,1,,0,1,2006-12-01,14.02054561902122,12,101393.68601415493,0.0232785225047072,20.558757708149585,1.180674246357131,2006,88.61736304475806,154.9127263,150.80127845439517,29.60271166820027,26.686984104744624,1.4228065130403225,43.102603864680106,166.11294739602153,744.0,0
1.03,1,23.205000000000027,1,,0,1,2007-01-01,11.290641034034024,1,101476.55218308972,0.041514735365185,18.62462331710327,1.4528410565130392,2007,95.52358839524194,171.14193,162.29583375623656,30.646139411599464,27.24003440344086,1.450714301983871,42.64884781337634,170.1076315088844,744.0,0
0.8230000000000001,1,27.07000000000002,1,,0,1,2007-02-01,15.69389191582087,2,101271.26046898252,2.1443826410407447,20.626374748774936,1.0925341561879212,2007,95.6971395735119,167.4192561,162.15329057093751,29.87849474103125,27.082355643824403,1.4404435479613098,42.313943556293154,170.46307005075892,672.0,0
0.511,1,33.795000000000016,1,,0,1,2007-03-01,15.20538400629522,3,100938.68919585852,0.6473707578785772,25.09940710170304,1.2687045535020491,2007,63.644654135389786,121.1669839,108.1493214330242,30.185941674852156,18.253766337606184,1.45670503459543,64.51026652645162,145.58782969251345,744.0,0
0.711,1,32.940000000000026,1,,0,1,2007-04-01,22.92555402119956,4,100664.64993489582,8.903219878043936,27.536315388149774,2.454472034352685,2007,64.05296457109722,111.7068459,107.16537517997222,30.55518419864861,18.107022790566667,1.468554617898611,65.3279026916389,145.33956314691665,720.0,0
0.6930000000000001,1,33.58333333333335,1,,0,1,2007-05-01,24.99778801702695,5,100263.15316805274,5.559565091858767,28.450598119920244,1.972605434962062,2007,64.04801258249866,115.6509532,108.43150807303763,30.311049747178764,18.162295018884407,1.45179921184543,64.64721847736558,145.97016861873655,744.0,0
0.529,1,27.58000000000004,1,,0,1,2007-06-01,25.541256777445422,6,100039.92742513024,20.03864230455529,27.93782090081112,2.951331874912033,2007,63.50398789554166,124.0475492,107.05162665698612,30.867663155220832,18.150777791877776,1.4458206232388888,65.54544328337501,144.95530250827778,720.0,0
,0,,0,,0,1,2007-07-01,25.15893180190875,7,99963.40875441028,19.033592228562235,27.43132631035257,3.222506152190067,2007,63.85059932607796,120.0991892,108.56753615001344,29.848042730678763,18.1077820289207,1.4780593313763442,42.67749938771505,145.3934453717742,744.0,0
0.436,1,28.33000000000004,1,,0,1,2007-08-01,25.24976940360113,8,100035.0251333585,8.396522852289612,28.12327320139906,2.4822381199695784,2007,63.410111335060485,116.706744,107.49362319893817,30.37579459691801,17.9449967077164,1.4643330148817204,42.41814099413306,145.18852802353493,744.0,0
0.356,1,32.50000000000003,1,,0,1,2007-09-01,24.765566274854848,9,100294.81692165796,11.570378482766111,27.11830319298639,2.1768027534260708,2007,63.49799384269444,120.5613993,108.89157350905556,30.15734865630972,18.16893694224028,1.448424387826389,42.45283297646667,145.68870224552776,720.0,0
0.451,1,30.01000000000002,1,,0,1,2007-10-01,22.86691416258452,10,100749.14037298386,9.754225583301556,26.07223050107234,1.0218623750207088,2007,63.39904843998656,121.1877741,109.62789684693549,29.46047436261962,18.34093525646505,1.4733897658548387,41.96401839657796,145.0219736039113,744.0,0
0.442,1,29.76000000000002,1,,0,1,2007-11-01,19.27450014750167,11,101115.65842013888,3.5079141565631744,23.09903221130378,1.3828499393428777,2007,63.47639774923889,118.3655232,106.9089080276528,30.39202740061111,17.914410715470833,1.4625933799819444,42.4039310471,145.17120859040278,720.0,0
0.768,1,24.65000000000005,1,,0,1,2007-12-01,13.547432548769107,12,101277.78025768648,0.0038691079535945,19.4318724068263,1.511963801753432,2007,94.99530259504031,170.1549697,161.27828828158604,29.4587218874879,27.449292120860218,1.4625646128870968,42.37002292736559,170.11327178721774,744.0,0
